department,salary,mean_work_last_3_months,number_projects,satisfaction_level,last_evaluation,time_in_company,work_accident,left
marketing,low,268.0,4.0,52.0,68.0,2.0,0.0,0.0
marketing,low,268.0,3.0,68.0,49.0,3.0,0.0,0.0
sales,low,275.0,5.0,72.0,61.0,3.0,0.0,0.0
sales,low,269.3333333333333,4.0,78.0,72.0,3.0,0.0,0.0
sales,medium,285.3333333333333,3.0,54.0,90.0,3.0,0.0,0.0
sales,medium,282.3333333333333,4.0,18.0,46.0,4.0,0.0,0.0
sales,medium,293.6666666666667,2.0,51.0,50.0,2.0,0.0,0.0
sales,medium,260.0,6.0,63.0,86.0,6.0,0.0,0.0
sales,medium,269.3333333333333,4.0,83.0,86.0,3.0,0.0,0.0
accounting,medium,299.0,3.0,91.0,82.0,3.0,1.0,0.0
hr,low,270.3333333333333,4.0,79.0,66.0,4.0,0.0,0.0
hr,low,270.6666666666667,3.0,52.0,95.0,3.0,1.0,0.0
hr,low,268.3333333333333,3.0,83.0,94.0,3.0,0.0,0.0
technical,low,258.0,3.0,92.0,74.0,2.0,0.0,0.0
technical,low,279.6666666666667,4.0,14.0,72.0,4.0,0.0,0.0
technical,low,268.3333333333333,3.0,80.0,38.0,6.0,0.0,0.0
technical,low,265.3333333333333,3.0,79.0,72.0,4.0,0.0,0.0
technical,low,276.6666666666667,3.0,86.0,60.0,2.0,1.0,0.0
support,low,274.6666666666667,6.0,95.0,47.0,4.0,0.0,0.0
support,low,262.3333333333333,4.0,77.0,90.0,3.0,0.0,0.0
support,medium,288.3333333333333,4.0,55.0,72.0,3.0,0.0,0.0
support,medium,278.0,2.0,42.0,91.0,3.0,0.0,0.0
support,medium,283.3333333333333,5.0,79.0,86.0,2.0,0.0,0.0
support,medium,285.6666666666667,3.0,41.0,48.0,2.0,0.0,0.0
technical,medium,282.3333333333333,4.0,66.0,72.0,4.0,0.0,0.0
management,medium,270.6666666666667,4.0,100.0,65.0,3.0,0.0,0.0
IT,medium,276.3333333333333,5.0,87.0,74.0,2.0,0.0,0.0
IT,high,275.0,3.0,51.0,99.0,4.0,0.0,0.0
product_mng,medium,286.0,2.0,63.0,79.0,5.0,0.0,0.0
IT,low,264.6666666666667,4.0,86.0,86.0,2.0,0.0,0.0
RandD,low,278.3333333333333,4.0,40.0,98.0,3.0,0.0,0.0
RandD,low,274.6666666666667,6.0,79.0,97.0,2.0,1.0,0.0
RandD,low,274.3333333333333,4.0,70.0,90.0,3.0,0.0,0.0
sales,low,287.0,5.0,49.0,91.0,3.0,0.0,0.0
accounting,low,268.3333333333333,4.0,76.0,62.0,3.0,0.0,0.0
support,low,286.0,3.0,89.0,52.0,3.0,0.0,0.0
management,low,288.0,3.0,83.0,86.0,2.0,0.0,0.0
marketing,low,278.3333333333333,4.0,19.0,69.0,6.0,0.0,0.0
marketing,low,286.0,3.0,68.0,67.0,2.0,0.0,0.0
sales,low,259.6666666666667,4.0,62.0,68.0,4.0,0.0,0.0
sales,low,268.3333333333333,2.0,87.0,49.0,3.0,0.0,0.0
sales,medium,276.3333333333333,4.0,66.0,75.0,4.0,0.0,0.0
sales,medium,274.3333333333333,2.0,37.0,41.0,2.0,0.0,0.0
sales,medium,273.3333333333333,3.0,57.0,49.0,4.0,1.0,0.0
sales,medium,281.0,5.0,66.0,81.0,2.0,0.0,0.0
sales,low,279.3333333333333,5.0,63.0,88.0,3.0,0.0,0.0
sales,medium,281.3333333333333,5.0,65.0,96.0,2.0,1.0,0.0
accounting,medium,276.3333333333333,2.0,33.0,85.0,3.0,0.0,0.0
accounting,medium,281.0,6.0,66.0,57.0,3.0,0.0,0.0
accounting,low,284.6666666666667,3.0,87.0,95.0,5.0,0.0,0.0
hr,low,276.0,3.0,85.0,85.0,3.0,0.0,0.0
technical,low,279.3333333333333,2.0,49.0,51.0,3.0,0.0,0.0
technical,medium,274.0,4.0,87.0,80.0,3.0,0.0,0.0
technical,medium,285.0,4.0,17.0,49.0,5.0,1.0,0.0
technical,medium,275.6666666666667,4.0,55.0,46.0,5.0,0.0,0.0
technical,medium,276.6666666666667,5.0,91.0,71.0,3.0,0.0,0.0
technical,medium,270.6666666666667,5.0,96.0,62.0,3.0,0.0,0.0
support,medium,277.0,3.0,53.0,50.0,3.0,0.0,0.0
support,medium,266.6666666666667,4.0,25.0,59.0,5.0,0.0,0.0
support,medium,275.6666666666667,3.0,98.0,57.0,3.0,0.0,0.0
support,medium,269.0,4.0,83.0,36.0,3.0,0.0,0.0
support,medium,287.3333333333333,5.0,71.0,83.0,3.0,0.0,0.0
support,medium,264.6666666666667,4.0,74.0,77.0,3.0,0.0,0.0
support,medium,267.0,4.0,56.0,70.0,2.0,0.0,0.0
technical,medium,268.3333333333333,5.0,23.0,90.0,3.0,1.0,0.0
technical,medium,285.0,4.0,35.0,64.0,2.0,0.0,0.0
IT,medium,288.0,4.0,48.0,98.0,3.0,0.0,0.0
IT,high,279.0,3.0,83.0,74.0,3.0,1.0,0.0
product_mng,high,279.3333333333333,3.0,73.0,87.0,4.0,0.0,0.0
IT,high,275.6666666666667,4.0,85.0,97.0,5.0,0.0,0.0
RandD,high,253.0,3.0,80.0,95.0,3.0,0.0,0.0
RandD,high,263.6666666666667,4.0,98.0,74.0,3.0,0.0,0.0
RandD,high,299.6666666666667,3.0,96.0,85.0,2.0,0.0,0.0
RandD,low,292.0,3.0,67.0,75.0,3.0,0.0,0.0
marketing,low,269.0,3.0,58.0,91.0,2.0,0.0,0.0
sales,low,274.3333333333333,3.0,83.0,86.0,3.0,0.0,0.0
support,low,284.0,4.0,90.0,57.0,4.0,0.0,0.0
management,low,285.0,4.0,89.0,66.0,3.0,0.0,0.0
marketing,low,255.0,3.0,99.0,92.0,3.0,0.0,0.0
marketing,low,285.0,4.0,89.0,50.0,3.0,0.0,0.0
sales,low,281.3333333333333,4.0,79.0,50.0,3.0,1.0,0.0
sales,low,265.0,3.0,64.0,41.0,6.0,0.0,0.0
sales,low,254.0,5.0,22.0,57.0,6.0,0.0,0.0
sales,medium,289.6666666666667,5.0,94.0,60.0,2.0,0.0,0.0
sales,medium,255.3333333333333,3.0,56.0,97.0,3.0,1.0,0.0
sales,medium,264.0,4.0,85.0,80.0,3.0,0.0,0.0
sales,medium,289.0,3.0,80.0,62.0,3.0,0.0,0.0
sales,medium,259.6666666666667,3.0,86.0,53.0,3.0,0.0,0.0
sales,medium,275.6666666666667,5.0,96.0,100.0,4.0,0.0,0.0
sales,medium,290.0,4.0,51.0,61.0,2.0,1.0,0.0
sales,high,291.3333333333333,3.0,73.0,95.0,2.0,0.0,0.0
sales,high,267.6666666666667,4.0,31.0,75.0,3.0,0.0,0.0
accounting,high,282.6666666666667,4.0,62.0,51.0,3.0,0.0,0.0
accounting,high,293.3333333333333,3.0,55.0,91.0,3.0,1.0,0.0
hr,high,269.6666666666667,4.0,51.0,80.0,2.0,0.0,0.0
hr,low,258.6666666666667,3.0,54.0,54.0,3.0,0.0,0.0
hr,low,281.0,3.0,65.0,95.0,3.0,0.0,0.0
technical,low,276.6666666666667,4.0,65.0,75.0,2.0,0.0,0.0
technical,low,275.6666666666667,5.0,90.0,64.0,2.0,0.0,0.0
technical,low,278.3333333333333,3.0,55.0,71.0,2.0,0.0,0.0
technical,medium,276.0,3.0,59.0,89.0,2.0,0.0,0.0
support,medium,292.0,5.0,34.0,67.0,2.0,1.0,0.0
support,medium,287.0,5.0,31.0,92.0,5.0,0.0,0.0
support,medium,278.6666666666667,3.0,83.0,71.0,2.0,1.0,0.0
support,medium,275.0,3.0,80.0,73.0,2.0,0.0,0.0
technical,medium,274.6666666666667,5.0,66.0,85.0,4.0,0.0,0.0
management,medium,277.0,5.0,98.0,39.0,4.0,1.0,0.0
IT,medium,286.6666666666667,4.0,89.0,52.0,5.0,0.0,0.0
IT,medium,280.3333333333333,3.0,64.0,94.0,2.0,0.0,0.0
IT,medium,266.0,3.0,95.0,68.0,3.0,0.0,0.0
IT,low,260.0,5.0,96.0,85.0,2.0,0.0,0.0
product_mng,medium,278.6666666666667,5.0,96.0,82.0,2.0,0.0,0.0
product_mng,medium,266.6666666666667,4.0,63.0,81.0,2.0,0.0,0.0
product_mng,medium,286.0,4.0,83.0,71.0,2.0,0.0,0.0
RandD,medium,270.0,4.0,61.0,72.0,2.0,1.0,0.0
RandD,medium,270.0,3.0,89.0,66.0,3.0,0.0,0.0
accounting,low,271.3333333333333,3.0,67.0,63.0,3.0,0.0,0.0
management,low,255.3333333333333,5.0,61.0,100.0,2.0,0.0,0.0
marketing,low,271.3333333333333,3.0,58.0,77.0,2.0,0.0,0.0
sales,high,264.6666666666667,4.0,56.0,76.0,2.0,1.0,0.0
sales,high,274.3333333333333,6.0,13.0,49.0,4.0,0.0,0.0
sales,high,281.3333333333333,5.0,39.0,100.0,5.0,1.0,0.0
sales,high,277.6666666666667,4.0,94.0,48.0,3.0,0.0,0.0
sales,medium,268.6666666666667,3.0,63.0,61.0,2.0,0.0,0.0
sales,medium,288.6666666666667,4.0,75.0,63.0,3.0,1.0,0.0
sales,medium,249.66666666666663,3.0,70.0,83.0,3.0,0.0,0.0
sales,medium,264.6666666666667,4.0,28.0,83.0,3.0,0.0,0.0
sales,medium,279.6666666666667,4.0,77.0,42.0,2.0,0.0,0.0
sales,medium,268.0,4.0,79.0,64.0,2.0,0.0,0.0
sales,high,271.0,3.0,51.0,46.0,3.0,0.0,0.0
sales,medium,283.3333333333333,4.0,96.0,99.0,3.0,0.0,0.0
accounting,low,276.0,4.0,72.0,99.0,2.0,1.0,0.0
accounting,medium,262.6666666666667,3.0,97.0,100.0,2.0,0.0,0.0
accounting,medium,262.6666666666667,4.0,55.0,90.0,3.0,0.0,0.0
hr,medium,285.3333333333333,2.0,32.0,45.0,3.0,0.0,0.0
technical,low,269.0,3.0,78.0,65.0,2.0,0.0,0.0
technical,low,287.6666666666667,5.0,17.0,57.0,3.0,0.0,0.0
technical,low,296.6666666666667,4.0,88.0,50.0,2.0,0.0,0.0
technical,low,267.0,3.0,97.0,50.0,3.0,1.0,0.0
technical,low,261.6666666666667,5.0,74.0,86.0,2.0,0.0,0.0
support,low,265.6666666666667,5.0,26.0,45.0,2.0,0.0,0.0
support,high,273.3333333333333,4.0,87.0,92.0,3.0,0.0,0.0
support,low,266.6666666666667,5.0,29.0,47.0,4.0,0.0,0.0
support,low,264.0,3.0,91.0,95.0,2.0,0.0,0.0
support,low,285.6666666666667,3.0,71.0,77.0,3.0,1.0,0.0
support,medium,280.3333333333333,3.0,60.0,63.0,3.0,0.0,0.0
support,medium,285.6666666666667,4.0,50.0,61.0,3.0,0.0,0.0
technical,medium,297.3333333333333,4.0,49.0,85.0,2.0,0.0,0.0
IT,medium,257.6666666666667,3.0,53.0,92.0,2.0,0.0,0.0
IT,medium,273.6666666666667,2.0,42.0,38.0,3.0,0.0,0.0
IT,medium,273.3333333333333,3.0,53.0,82.0,3.0,0.0,0.0
product_mng,high,281.3333333333333,4.0,34.0,62.0,2.0,0.0,0.0
IT,medium,268.3333333333333,5.0,68.0,51.0,3.0,0.0,0.0
RandD,medium,287.0,5.0,56.0,77.0,4.0,0.0,0.0
RandD,medium,272.0,3.0,72.0,71.0,2.0,0.0,0.0
RandD,medium,263.3333333333333,4.0,76.0,55.0,3.0,0.0,0.0
marketing,medium,271.0,4.0,87.0,57.0,2.0,0.0,0.0
sales,low,278.6666666666667,3.0,97.0,63.0,4.0,1.0,0.0
accounting,low,260.0,3.0,80.0,62.0,3.0,0.0,0.0
support,low,267.3333333333333,5.0,67.0,81.0,6.0,1.0,0.0
marketing,low,271.0,5.0,60.0,97.0,2.0,0.0,0.0
sales,low,281.6666666666667,3.0,88.0,50.0,3.0,0.0,0.0
sales,low,266.0,3.0,64.0,74.0,2.0,0.0,0.0
sales,medium,271.0,3.0,85.0,70.0,2.0,0.0,0.0
sales,medium,269.0,3.0,90.0,48.0,3.0,0.0,0.0
sales,medium,293.3333333333333,5.0,76.0,84.0,3.0,0.0,0.0
sales,medium,268.6666666666667,3.0,55.0,66.0,3.0,0.0,0.0
sales,medium,275.6666666666667,5.0,76.0,77.0,3.0,0.0,0.0
accounting,medium,284.6666666666667,3.0,87.0,72.0,3.0,0.0,0.0
hr,low,285.3333333333333,3.0,80.0,82.0,3.0,0.0,0.0
technical,low,265.6666666666667,4.0,54.0,68.0,2.0,0.0,0.0
technical,low,276.6666666666667,4.0,84.0,91.0,3.0,0.0,0.0
technical,low,280.0,4.0,85.0,64.0,3.0,0.0,0.0
support,low,284.3333333333333,3.0,95.0,49.0,3.0,0.0,0.0
support,low,277.6666666666667,3.0,48.0,56.0,3.0,0.0,0.0
support,low,290.3333333333333,2.0,53.0,77.0,2.0,0.0,0.0
support,medium,273.0,4.0,80.0,82.0,2.0,0.0,0.0
technical,medium,280.0,2.0,40.0,46.0,3.0,0.0,0.0
technical,medium,283.0,4.0,76.0,69.0,3.0,0.0,0.0
management,medium,280.3333333333333,3.0,99.0,64.0,4.0,0.0,0.0
IT,medium,283.3333333333333,3.0,49.0,64.0,4.0,0.0,0.0
IT,medium,267.6666666666667,3.0,94.0,71.0,3.0,0.0,0.0
product_mng,medium,268.0,4.0,54.0,73.0,3.0,0.0,0.0
product_mng,high,270.0,4.0,13.0,93.0,5.0,1.0,0.0
product_mng,medium,283.6666666666667,3.0,91.0,84.0,2.0,0.0,0.0
RandD,medium,272.6666666666667,3.0,73.0,56.0,3.0,0.0,0.0
RandD,low,271.6666666666667,3.0,65.0,97.0,3.0,0.0,0.0
RandD,low,264.3333333333333,6.0,23.0,51.0,4.0,1.0,0.0
RandD,low,276.6666666666667,5.0,23.0,88.0,6.0,0.0,0.0
sales,low,283.6666666666667,3.0,89.0,51.0,3.0,0.0,0.0
support,low,269.0,3.0,81.0,80.0,2.0,1.0,0.0
sales,low,275.0,3.0,51.0,74.0,4.0,0.0,0.0
sales,low,273.6666666666667,6.0,35.0,81.0,3.0,0.0,0.0
sales,low,273.0,3.0,49.0,66.0,3.0,0.0,0.0
sales,medium,275.0,3.0,51.0,80.0,2.0,0.0,0.0
sales,medium,278.3333333333333,4.0,66.0,86.0,6.0,0.0,0.0
sales,medium,266.6666666666667,5.0,74.0,96.0,2.0,0.0,0.0
hr,medium,284.6666666666667,4.0,57.0,96.0,2.0,0.0,0.0
hr,medium,270.6666666666667,5.0,80.0,74.0,4.0,1.0,0.0
hr,medium,279.0,4.0,79.0,84.0,2.0,1.0,0.0
technical,medium,259.6666666666667,4.0,74.0,94.0,4.0,0.0,0.0
technical,low,263.0,3.0,74.0,80.0,2.0,0.0,0.0
technical,low,275.6666666666667,6.0,40.0,100.0,2.0,0.0,0.0
technical,low,292.0,2.0,14.0,71.0,3.0,0.0,0.0
technical,low,265.3333333333333,5.0,83.0,87.0,3.0,0.0,0.0
technical,low,282.6666666666667,4.0,76.0,52.0,2.0,0.0,0.0
technical,low,289.6666666666667,3.0,80.0,80.0,4.0,0.0,0.0
technical,low,289.6666666666667,2.0,95.0,38.0,3.0,0.0,0.0
support,low,270.0,4.0,88.0,76.0,4.0,1.0,0.0
support,low,292.6666666666667,4.0,92.0,85.0,3.0,0.0,0.0
support,low,262.6666666666667,4.0,16.0,88.0,6.0,0.0,0.0
support,low,267.0,3.0,70.0,63.0,4.0,0.0,0.0
support,low,259.0,3.0,71.0,93.0,5.0,0.0,0.0
support,low,279.0,2.0,52.0,82.0,3.0,0.0,0.0
support,low,277.0,5.0,49.0,58.0,3.0,1.0,0.0
support,low,285.3333333333333,3.0,50.0,57.0,3.0,0.0,0.0
technical,medium,288.3333333333333,3.0,86.0,94.0,3.0,0.0,0.0
management,medium,282.3333333333333,5.0,49.0,99.0,2.0,1.0,0.0
IT,medium,268.6666666666667,4.0,69.0,91.0,3.0,1.0,0.0
product_mng,medium,289.0,3.0,96.0,100.0,6.0,0.0,0.0
product_mng,high,286.3333333333333,3.0,87.0,54.0,2.0,0.0,0.0
IT,low,272.0,3.0,36.0,40.0,3.0,0.0,0.0
RandD,medium,275.6666666666667,3.0,86.0,100.0,3.0,1.0,0.0
RandD,low,277.6666666666667,4.0,79.0,74.0,2.0,0.0,0.0
support,low,296.6666666666667,4.0,100.0,52.0,4.0,0.0,0.0
technical,low,265.3333333333333,3.0,88.0,88.0,4.0,0.0,0.0
marketing,low,282.0,4.0,49.0,65.0,3.0,1.0,0.0
marketing,low,277.3333333333333,3.0,52.0,62.0,2.0,0.0,0.0
sales,low,272.0,3.0,76.0,78.0,3.0,0.0,0.0
sales,low,284.3333333333333,3.0,69.0,91.0,2.0,0.0,0.0
sales,low,272.0,5.0,69.0,81.0,2.0,0.0,0.0
sales,low,277.0,3.0,75.0,58.0,3.0,0.0,0.0
sales,low,272.3333333333333,4.0,47.0,47.0,3.0,0.0,0.0
sales,medium,272.0,3.0,88.0,100.0,3.0,0.0,0.0
sales,medium,278.3333333333333,5.0,49.0,43.0,4.0,1.0,0.0
sales,medium,276.3333333333333,4.0,92.0,67.0,3.0,0.0,0.0
sales,medium,287.3333333333333,4.0,24.0,48.0,3.0,1.0,0.0
sales,medium,288.3333333333333,5.0,69.0,100.0,3.0,0.0,0.0
sales,medium,279.3333333333333,4.0,81.0,57.0,4.0,0.0,0.0
sales,medium,258.0,4.0,61.0,48.0,2.0,0.0,0.0
sales,medium,278.3333333333333,6.0,75.0,86.0,4.0,0.0,0.0
accounting,high,284.0,4.0,69.0,86.0,2.0,0.0,0.0
accounting,low,255.0,3.0,53.0,49.0,3.0,0.0,0.0
hr,medium,278.6666666666667,4.0,93.0,96.0,3.0,1.0,0.0
hr,medium,274.3333333333333,5.0,15.0,67.0,5.0,0.0,0.0
hr,medium,262.6666666666667,5.0,48.0,41.0,3.0,0.0,0.0
hr,medium,265.3333333333333,4.0,67.0,73.0,3.0,0.0,0.0
technical,low,261.0,3.0,36.0,93.0,5.0,0.0,0.0
technical,low,273.6666666666667,3.0,35.0,54.0,4.0,0.0,0.0
technical,low,273.0,4.0,65.0,62.0,3.0,0.0,0.0
technical,low,277.0,4.0,80.0,50.0,3.0,0.0,0.0
support,low,260.0,5.0,97.0,96.0,6.0,1.0,0.0
support,low,283.3333333333333,4.0,67.0,64.0,3.0,0.0,0.0
support,low,271.6666666666667,3.0,58.0,78.0,3.0,0.0,0.0
support,low,264.3333333333333,3.0,61.0,67.0,5.0,0.0,0.0
support,low,284.0,4.0,97.0,66.0,2.0,1.0,0.0
support,low,281.3333333333333,4.0,87.0,97.0,3.0,0.0,0.0
support,low,287.6666666666667,4.0,80.0,71.0,2.0,0.0,0.0
support,medium,264.0,3.0,91.0,55.0,3.0,0.0,0.0
technical,medium,275.3333333333333,3.0,63.0,73.0,2.0,0.0,0.0
technical,medium,263.6666666666667,4.0,79.0,96.0,2.0,0.0,0.0
management,medium,283.3333333333333,2.0,89.0,57.0,3.0,1.0,0.0
IT,medium,284.3333333333333,3.0,100.0,87.0,3.0,0.0,0.0
IT,medium,277.0,5.0,60.0,73.0,2.0,0.0,0.0
IT,medium,279.6666666666667,4.0,70.0,80.0,2.0,0.0,0.0
RandD,medium,278.0,4.0,79.0,81.0,3.0,0.0,0.0
support,low,271.0,4.0,88.0,72.0,3.0,1.0,0.0
technical,low,283.3333333333333,4.0,87.0,48.0,2.0,0.0,0.0
management,low,289.6666666666667,3.0,52.0,58.0,2.0,0.0,0.0
sales,low,271.6666666666667,3.0,59.0,75.0,3.0,0.0,0.0
sales,low,273.3333333333333,4.0,64.0,75.0,4.0,0.0,0.0
sales,low,278.0,3.0,81.0,83.0,2.0,0.0,0.0
sales,low,257.6666666666667,3.0,87.0,57.0,2.0,0.0,0.0
sales,low,274.3333333333333,3.0,74.0,61.0,2.0,0.0,0.0
sales,medium,289.3333333333333,3.0,73.0,89.0,3.0,1.0,0.0
sales,medium,272.6666666666667,4.0,97.0,58.0,4.0,1.0,0.0
sales,medium,274.0,3.0,54.0,81.0,2.0,0.0,0.0
sales,medium,281.0,4.0,59.0,55.0,2.0,0.0,0.0
accounting,medium,280.3333333333333,3.0,99.0,95.0,4.0,0.0,0.0
accounting,medium,257.6666666666667,4.0,79.0,75.0,3.0,0.0,0.0
accounting,medium,255.0,3.0,96.0,37.0,2.0,0.0,0.0
hr,high,286.3333333333333,3.0,54.0,67.0,2.0,0.0,0.0
hr,low,282.6666666666667,4.0,79.0,84.0,3.0,0.0,0.0
hr,medium,279.3333333333333,3.0,64.0,79.0,2.0,0.0,0.0
technical,medium,275.0,4.0,65.0,53.0,3.0,0.0,0.0
technical,medium,276.3333333333333,3.0,87.0,86.0,4.0,0.0,0.0
technical,low,269.6666666666667,4.0,70.0,59.0,3.0,0.0,0.0
technical,low,267.3333333333333,3.0,89.0,81.0,3.0,0.0,0.0
technical,low,259.0,6.0,61.0,58.0,3.0,0.0,0.0
technical,low,263.0,4.0,90.0,49.0,2.0,0.0,0.0
technical,low,276.0,4.0,49.0,54.0,3.0,1.0,0.0
support,medium,280.6666666666667,4.0,85.0,97.0,2.0,0.0,0.0
support,medium,265.0,3.0,54.0,58.0,3.0,0.0,0.0
support,medium,279.3333333333333,4.0,64.0,57.0,2.0,0.0,0.0
technical,medium,257.6666666666667,5.0,81.0,77.0,5.0,0.0,0.0
management,medium,279.0,3.0,49.0,66.0,3.0,0.0,0.0
IT,medium,254.3333333333333,3.0,58.0,57.0,4.0,1.0,0.0
IT,medium,276.0,3.0,62.0,49.0,3.0,0.0,0.0
product_mng,medium,271.6666666666667,3.0,80.0,84.0,3.0,1.0,0.0
product_mng,medium,261.3333333333333,3.0,64.0,64.0,3.0,1.0,0.0
product_mng,medium,293.3333333333333,5.0,81.0,86.0,2.0,0.0,0.0
product_mng,medium,282.6666666666667,3.0,80.0,74.0,2.0,0.0,0.0
RandD,high,279.6666666666667,4.0,92.0,81.0,2.0,0.0,0.0
RandD,high,266.6666666666667,4.0,66.0,98.0,2.0,1.0,0.0
sales,high,280.6666666666667,3.0,79.0,89.0,2.0,0.0,0.0
accounting,high,292.0,6.0,74.0,54.0,3.0,0.0,0.0
marketing,low,278.0,3.0,79.0,74.0,2.0,0.0,0.0
marketing,low,257.6666666666667,3.0,87.0,94.0,3.0,0.0,0.0
sales,low,273.6666666666667,4.0,49.0,57.0,2.0,0.0,0.0
sales,low,276.6666666666667,5.0,30.0,44.0,4.0,1.0,0.0
sales,low,281.0,4.0,85.0,89.0,3.0,0.0,0.0
sales,low,274.6666666666667,4.0,61.0,97.0,4.0,0.0,0.0
sales,low,258.6666666666667,3.0,68.0,55.0,3.0,1.0,0.0
sales,medium,271.3333333333333,4.0,67.0,67.0,2.0,0.0,0.0
sales,medium,278.0,5.0,63.0,73.0,3.0,0.0,0.0
sales,medium,262.0,4.0,63.0,94.0,3.0,0.0,0.0
accounting,medium,263.6666666666667,4.0,50.0,88.0,4.0,0.0,0.0
accounting,medium,268.6666666666667,4.0,70.0,55.0,2.0,0.0,0.0
hr,medium,272.0,5.0,18.0,46.0,4.0,0.0,0.0
hr,medium,274.6666666666667,5.0,77.0,55.0,2.0,0.0,0.0
technical,high,279.3333333333333,3.0,78.0,61.0,3.0,0.0,0.0
technical,low,296.0,3.0,54.0,77.0,3.0,0.0,0.0
technical,low,284.3333333333333,3.0,90.0,69.0,4.0,0.0,0.0
technical,low,283.3333333333333,3.0,56.0,76.0,2.0,0.0,0.0
support,low,289.0,3.0,63.0,81.0,3.0,0.0,0.0
support,medium,285.3333333333333,5.0,68.0,75.0,3.0,1.0,0.0
support,medium,271.3333333333333,3.0,96.0,54.0,3.0,0.0,0.0
support,medium,284.0,6.0,85.0,87.0,6.0,0.0,0.0
support,medium,274.3333333333333,4.0,82.0,66.0,3.0,0.0,0.0
technical,medium,297.3333333333333,2.0,44.0,39.0,3.0,0.0,0.0
IT,medium,296.0,4.0,86.0,97.0,3.0,0.0,0.0
IT,medium,273.3333333333333,3.0,56.0,68.0,3.0,0.0,0.0
IT,medium,270.0,3.0,69.0,94.0,3.0,0.0,0.0
product_mng,medium,268.6666666666667,5.0,91.0,85.0,2.0,0.0,0.0
product_mng,medium,285.0,3.0,99.0,94.0,3.0,0.0,0.0
product_mng,medium,272.0,5.0,76.0,84.0,4.0,0.0,0.0
IT,medium,267.0,5.0,63.0,67.0,2.0,0.0,0.0
RandD,high,276.0,4.0,21.0,62.0,3.0,1.0,0.0
RandD,low,287.6666666666667,2.0,63.0,43.0,4.0,0.0,0.0
RandD,medium,291.0,2.0,58.0,51.0,2.0,0.0,0.0
marketing,medium,278.0,4.0,52.0,84.0,3.0,0.0,0.0
sales,medium,263.3333333333333,3.0,89.0,64.0,5.0,0.0,0.0
support,medium,265.6666666666667,4.0,81.0,81.0,3.0,0.0,0.0
marketing,medium,263.6666666666667,3.0,62.0,73.0,3.0,0.0,0.0
marketing,medium,297.3333333333333,4.0,83.0,50.0,3.0,1.0,0.0
sales,low,265.0,3.0,85.0,99.0,3.0,0.0,0.0
sales,low,267.3333333333333,5.0,52.0,61.0,3.0,0.0,0.0
sales,low,261.0,5.0,57.0,97.0,5.0,0.0,0.0
sales,high,270.6666666666667,4.0,93.0,100.0,3.0,0.0,0.0
sales,high,287.6666666666667,3.0,78.0,89.0,3.0,0.0,0.0
sales,high,260.0,3.0,65.0,59.0,2.0,0.0,0.0
sales,low,280.0,5.0,42.0,74.0,6.0,0.0,0.0
sales,low,275.6666666666667,6.0,22.0,61.0,5.0,0.0,0.0
sales,high,273.3333333333333,5.0,71.0,96.0,4.0,1.0,0.0
sales,medium,283.6666666666667,5.0,44.0,68.0,4.0,0.0,0.0
hr,medium,270.6666666666667,4.0,60.0,52.0,3.0,0.0,0.0
hr,high,271.6666666666667,3.0,68.0,61.0,4.0,0.0,0.0
hr,medium,279.3333333333333,2.0,53.0,41.0,2.0,1.0,0.0
technical,high,270.0,4.0,80.0,82.0,3.0,0.0,0.0
technical,medium,280.0,4.0,97.0,82.0,2.0,0.0,0.0
technical,low,279.3333333333333,2.0,47.0,47.0,6.0,0.0,0.0
technical,low,263.3333333333333,3.0,96.0,93.0,3.0,0.0,0.0
technical,low,290.0,6.0,81.0,45.0,3.0,0.0,0.0
technical,low,295.6666666666667,4.0,86.0,65.0,4.0,0.0,0.0
support,low,277.6666666666667,4.0,59.0,82.0,4.0,1.0,0.0
support,low,287.3333333333333,3.0,53.0,97.0,3.0,0.0,0.0
support,low,278.0,3.0,57.0,86.0,2.0,0.0,0.0
support,low,275.0,4.0,70.0,48.0,3.0,0.0,0.0
support,high,294.6666666666667,4.0,58.0,59.0,3.0,0.0,0.0
IT,low,291.6666666666667,5.0,43.0,86.0,3.0,1.0,0.0
IT,high,283.3333333333333,4.0,92.0,82.0,4.0,0.0,0.0
IT,medium,269.6666666666667,5.0,24.0,70.0,3.0,0.0,0.0
IT,high,268.0,3.0,67.0,52.0,3.0,0.0,0.0
product_mng,medium,278.6666666666667,3.0,68.0,84.0,3.0,0.0,0.0
RandD,medium,264.3333333333333,3.0,54.0,75.0,3.0,0.0,0.0
RandD,medium,281.3333333333333,3.0,73.0,63.0,4.0,1.0,0.0
RandD,high,281.0,4.0,59.0,41.0,3.0,0.0,0.0
RandD,low,300.0,6.0,22.0,64.0,4.0,0.0,0.0
marketing,medium,279.0,3.0,49.0,83.0,4.0,1.0,0.0
sales,medium,269.6666666666667,6.0,91.0,100.0,3.0,1.0,0.0
accounting,medium,256.3333333333333,4.0,18.0,97.0,3.0,0.0,0.0
support,medium,255.3333333333333,5.0,71.0,41.0,4.0,0.0,0.0
management,medium,261.6666666666667,5.0,56.0,66.0,2.0,0.0,0.0
marketing,medium,277.3333333333333,4.0,84.0,62.0,3.0,0.0,0.0
sales,low,280.3333333333333,5.0,59.0,49.0,5.0,0.0,0.0
sales,low,277.0,4.0,88.0,62.0,3.0,0.0,0.0
